,,,,,,"Art","Art",,,,,,,,,,
"5713","sets_outskirts_011","fin","","http:///file_proxy/thumbnail/309776","город, спальный район","98273","fin","sets","sets_exterior","ep017seq01sh12, ep017seq02sh08","Assets","ep017","2 - standard","sets","2020/10/01 04:21:41 PM","LEX&PLU",
"5714","sets_outskirts_012","fin","","http:///file_proxy/thumbnail/309780","город, спальный район","98274","fin","sets","sets_exterior","ep017seq01sh04","Assets","ep017","1 - easy","sets","2020/10/01 04:21:41 PM","LEX&PLU",
"5889","sets_outskirts_013","fin","","http:///file_proxy/thumbnail/309784","город, спальный район","99611","fin","sets","sets_exterior","ep017seq01sh18","Assets","ep017","2 - standard","sets","2020/10/20 08:03:40 PM","LEX&PLU",
"6831","sets_patriciahome_001","fin","островок берем тот же, что и в 002, уменьшаем. пузырьки не рисуем - будет флеш.","http:///file_proxy/thumbnail/362202","астероид, космос","107254","fin","sets","sets_exterior","ep022seq08sh10","Assets","ep022","2 - standard","sets","2020/12/23 06:38:41 PM","LEX&PLU",
"6832","sets_patriciahome_002","fin","уютный загородный домик ""у бабули"", типа как у лекса и плу. девервцо грядка, можно заборчик.","http:///file_proxy/thumbnail/362194","астероид, космос","107255","fin","sets","sets_exterior","ep022seq08sh11, ep022seq08sh14","Assets","ep022","3 - difficult","sets","2020/12/23 06:38:41 PM","LEX&PLU",
"6833","sets_patriciahome_003","fin","","http:///file_proxy/thumbnail/368118","астероид, космос","107256","fin","sets","sets_exterior","ep022seq08sh12, ep022seq08sh13","Assets","ep022","2 - standard","sets","2020/12/23 06:38:41 PM","LEX&PLU",
"7248","sets_pingpong_association_ext_001","ip","","http:///file_proxy/thumbnail/388571","ассоциация пинг-понга экстерьер","113597","fin","sets","sets_exterior","ep024seq10sh01","Assets","ep024","3 - difficult","sets","2021/02/03 03:20:56 PM","LEX&PLU",
"7261","sets_pingpong_association_ext_002","fin","","http:///file_proxy/thumbnail/388568","ассоциация пинг-понга экстерьер","112523","fin","sets","sets_exterior","ep024seq10sh02, ep024seq10sh07, ep024seq10sh14","Assets","ep024","2 - standard","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7262","sets_pingpong_association_ext_003","fin","","http:///file_proxy/thumbnail/386172","ассоциация пинг-понга экстерьер","112524","fin","sets","sets_exterior","ep024seq10sh03, ep024seq10sh05","Assets","ep024","2 - standard","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7263","sets_pingpong_association_ext_004","fin","банер или убираем или поворачиваем боком","http:///file_proxy/thumbnail/386169","ассоциация пинг-понга экстерьер","112525","fin","sets","sets_exterior","ep024seq10sh04, ep024seq10sh06, ep024seq10sh09, ep024seq10sh15","Assets","ep024","2 - standard","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7264","sets_pingpong_association_ext_005","fin","","http:///file_proxy/thumbnail/386166","ассоциация пинг-понга экстерьер","112526","fin","sets","sets_exterior","ep024seq10sh08, ep024seq10sh10, ep024seq10sh12","Assets","ep024","1 - easy","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7265","sets_pingpong_association_ext_006","fin","","http:///file_proxy/thumbnail/383780","ассоциация пинг-понга экстерьер","112527","fin","sets","sets_exterior","ep024seq10sh11","Assets","ep024","1 - easy","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7266","sets_pingpong_association_ext_007","fin","Рисуем кусочек интерьера, по которому должно быть понятно, что внутри проходит соревнование по пинг-понгу","http:///file_proxy/thumbnail/386163","ассоциация пинг-понга экстерьер","112528","fin","sets","sets_exterior","ep024seq10sh13","Assets","ep024","2 - standard","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7267","sets_pingpong_association_ext_008","wtg","","","ассоциация пинг-понга экстерьер","112529","rdy","sets","sets_exterior","","Assets","ep024","","sets","2021/02/03 03:22:09 PM","LEX&PLU",
"7268","sets_pingpong_association_ext_009","wtg","","","ассоциация пинг-понга экстерьер","112530","rdy","sets","sets_exterior","","Assets","","","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7269","sets_pingpong_association_ext_010","wtg","","","ассоциация пинг-понга экстерьер","112531","rdy","sets","sets_exterior","","Assets","","","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"4632","sets_planet_of_waste_001","wtg","","http:///file_proxy/thumbnail/272838","планета, планета отбросов","90817","fin","sets","sets_exterior","ep009seq07sh01","Assets","ep009","2 - standard","sets","2020/05/19 08:03:28 PM","LEX&PLU",
"4633","sets_planet_of_waste_002","wtg","","http:///file_proxy/thumbnail/274165","планета, планета отбросов","90818","fin","sets","sets_exterior","ep009seq07sh02, ep009seq07sh19","Assets","ep009","2 - standard","sets","2020/05/19 08:03:29 PM","LEX&PLU",
"4634","sets_planet_of_waste_003","wtg","","http:///file_proxy/thumbnail/274207","планета, планета отбросов","90819","fin","sets","sets_exterior","ep009seq07sh03, ep009seq07sh05, ep009seq07sh06, ep009seq07sh07, ep009seq07sh09","Assets","ep009","2 - standard","sets","2020/05/19 08:03:29 PM","LEX&PLU",
"4635","sets_planet_of_waste_004","wtg","","http:///file_proxy/thumbnail/274210","планета, планета отбросов","90820","fin","sets","sets_exterior","ep009seq07sh04","Assets","ep009","2 - standard","sets","2020/05/19 08:03:29 PM","LEX&PLU",
"4636","sets_planet_of_waste_005","wtg","","http:///file_proxy/thumbnail/274234","планета, планета отбросов","90821","fin","sets","sets_exterior","ep009seq07sh08, ep009seq07sh10","Assets","ep009","2 - standard","sets","2020/05/19 08:03:29 PM","LEX&PLU",
"4637","sets_planet_of_waste_006","wtg","","http:///file_proxy/thumbnail/274474","планета, планета отбросов","90822","fin","sets","sets_exterior","ep009seq07sh11, ep009seq07sh13, ep009seq07sh14, ep009seq07sh20","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"4638","sets_planet_of_waste_007","wtg","","http:///file_proxy/thumbnail/274216","планета, планета отбросов","90823","fin","sets","sets_exterior","ep009seq07sh15, ep009seq07sh17","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"4639","sets_planet_of_waste_008","wtg","","http:///file_proxy/thumbnail/273871","планета, планета отбросов","90824","fin","sets","sets_exterior","ep009seq07sh12","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"4640","sets_planet_of_waste_009","wtg","","http:///file_proxy/thumbnail/274219","планета, планета отбросов","90825","fin","sets","sets_exterior","ep009seq07sh18, ep009seq07sh21","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"4641","sets_planet_of_waste_010","wtg","","http:///file_proxy/thumbnail/272716","планета, планета отбросов","90826","fin","sets","sets_exterior","ep009seq07sh22","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"4642","sets_planet_of_waste_011","wtg","","http:///file_proxy/thumbnail/274087","планета, планета отбросов","90827","fin","sets","sets_exterior","","Assets","ep009","2 - standard","sets","2020/05/19 08:03:30 PM","LEX&PLU",
"5147","sets_planet_of_waste_011b","wtg","","http:///file_proxy/thumbnail/282438","планета, планета отбросов","93891","fin","sets","sets_exterior","ep009seq07sh23","Assets","ep009","2 - standard","sets","2020/07/17 06:54:35 PM","LEX&PLU",
"4643","sets_planet_of_waste_012","wtg","","http:///file_proxy/thumbnail/273881","планета, планета отбросов","90828","fin","sets","sets_exterior","ep009seq07sh25","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4644","sets_planet_of_waste_013","wtg","","http:///file_proxy/thumbnail/274022","планета, планета отбросов","90829","fin","sets","sets_exterior","ep009seq07sh24, ep009seq07sh26, ep009seq07sh28","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4645","sets_planet_of_waste_014","wtg","","http:///file_proxy/thumbnail/273953","планета, планета отбросов","90830","fin","sets","sets_exterior","ep009seq07sh28, ep009seq14sh10","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4646","sets_planet_of_waste_015","wtg","","http:///file_proxy/thumbnail/280128","планета, планета отбросов","90831","fin","sets","sets_exterior","ep009seq07sh27, ep009seq07sh29","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4647","sets_planet_of_waste_016","wtg","","http:///file_proxy/thumbnail/273950","планета, планета отбросов","90832","fin","sets","sets_exterior","ep009seq08sh01","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4648","sets_planet_of_waste_017","wtg","","http:///file_proxy/thumbnail/273892","планета, планета отбросов","90833","fin","sets","sets_exterior","ep009seq08sh03","Assets","ep009","2 - standard","sets","2020/05/19 08:03:31 PM","LEX&PLU",
"4649","sets_planet_of_waste_018","wtg","","http:///file_proxy/thumbnail/273524","планета, планета отбросов","90834","fin","sets","sets_exterior","ep009seq08sh04, ep009seq08sh05","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4650","sets_planet_of_waste_019","wtg","","http:///file_proxy/thumbnail/273895","планета, планета отбросов","90835","fin","sets","sets_exterior","ep009seq08sh08","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4651","sets_planet_of_waste_020","wtg","","http:///file_proxy/thumbnail/273947","планета, планета отбросов","90836","fin","sets","sets_exterior","ep009seq08sh09","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4652","sets_planet_of_waste_021","wtg","","http:///file_proxy/thumbnail/273904","планета, планета отбросов","90837","fin","sets","sets_exterior","ep009seq08sh10","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4653","sets_planet_of_waste_022","wtg","","http:///file_proxy/thumbnail/275390","планета, планета отбросов","90838","fin","sets","sets_exterior","ep009seq09sh01, ep009seq09sh04, ep009seq09sh10, ep009seq09sh11","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4654","sets_planet_of_waste_023","wtg","","http:///file_proxy/thumbnail/273910","планета, планета отбросов","90839","fin","sets","sets_exterior","ep009seq09sh05","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4950","sets_planet_of_waste_023bb","wtg","","http:///file_proxy/thumbnail/279131","планета, планета отбросов","91863","fin","sets","sets_exterior","ep009seq09sh06","Assets","ep099","1 - easy","sets","2020/06/30 01:57:00 PM","LEX&PLU",
"4655","sets_planet_of_waste_024","wtg","","http:///file_proxy/thumbnail/273913","планета, планета отбросов","90840","fin","sets","sets_exterior","ep009seq09sh03, ep009seq09sh09, ep009seq11sh01","Assets","ep009","2 - standard","sets","2020/05/19 08:03:32 PM","LEX&PLU",
"4748","sets_planet_of_waste_025","wtg","","http:///file_proxy/thumbnail/273916","планета, планета отбросов","90933","fin","sets","sets_exterior","ep009seq09sh07, ep009seq11sh02","Assets","ep009","2 - standard","sets","2020/05/20 02:20:06 PM","LEX&PLU",
"4749","sets_planet_of_waste_026","wtg","","http:///file_proxy/thumbnail/274228","планета, планета отбросов","90934","fin","sets","sets_exterior","ep009seq11sh03, ep009seq11sh05, ep009seq11sh06, ep009seq11sh07, ep009seq11sh08","Assets","ep009","2 - standard","sets","2020/05/20 02:20:07 PM","LEX&PLU",
"4750","sets_planet_of_waste_027","wtg","","http:///file_proxy/thumbnail/274231","планета, планета отбросов","90935","fin","sets","sets_exterior","ep009seq11sh04, ep009seq11sh06, ep009seq11sh10","Assets","ep009","2 - standard","sets","2020/05/20 02:20:07 PM","LEX&PLU",
"4751","sets_planet_of_waste_028","wtg","","http:///file_proxy/thumbnail/273658","планета, планета отбросов","90936","fin","sets","sets_exterior","ep009seq11sh09, ep009seq14sh10","Assets","ep009","2 - standard","sets","2020/05/20 02:20:07 PM","LEX&PLU",
"4752","sets_planet_of_waste_029","wtg","","http:///file_proxy/thumbnail/281320","планета, планета отбросов","90937","fin","sets","sets_exterior","ep009seq13sh01, ep009seq13sh03, ep009seq13sh08","Assets","ep009","2 - standard","sets","2020/05/20 02:20:07 PM","LEX&PLU",
"4753","sets_planet_of_waste_030","wtg","","http:///file_proxy/thumbnail/279329","планета, планета отбросов","90938","fin","sets","sets_exterior","ep009seq13sh02, ep009seq13sh04, ep009seq13sh05, ep009seq14sh04","Assets","ep009","2 - standard","sets","2020/05/20 02:20:08 PM","LEX&PLU",
"4754","sets_planet_of_waste_031","wtg","","http:///file_proxy/thumbnail/281289","планета, планета отбросов","90939","fin","sets","sets_exterior","ep009seq13sh06","Assets","ep009","2 - standard","sets","2020/05/20 02:20:08 PM","LEX&PLU",
"5250","sets_planet_of_waste_031b","wtg","","http:///file_proxy/thumbnail/293763","планета, планета отбросов","94459","fin","sets","sets_exterior","ep009seq13sh07","Assets","ep009","1 - easy","sets","2020/07/28 11:35:40 AM","LEX&PLU",
"4755","sets_planet_of_waste_032","wtg","","http:///file_proxy/thumbnail/276756","планета, планета отбросов","90940","fin","sets","sets_exterior","ep009seq14sh01","Assets","ep009","2 - standard","sets","2020/05/20 02:20:08 PM","LEX&PLU",
"4756","sets_planet_of_waste_033","wtg","","http:///file_proxy/thumbnail/276971","планета, планета отбросов","90941","fin","sets","sets_exterior","ep009seq14sh02","Assets","ep009","2 - standard","sets","2020/05/20 02:20:08 PM","LEX&PLU",
"4757","sets_planet_of_waste_034","wtg","","http:///file_proxy/thumbnail/276770","планета, планета отбросов","90942","fin","sets","sets_exterior","ep009seq14sh03","Assets","ep009","2 - standard","sets","2020/05/20 02:20:08 PM","LEX&PLU",
"4758","sets_planet_of_waste_035","wtg","","http:///file_proxy/thumbnail/279285","планета, планета отбросов","90943","fin","sets","sets_exterior","ep009seq14sh05","Assets","ep009","2 - standard","sets","2020/05/20 02:20:09 PM","LEX&PLU",
"4759","sets_planet_of_waste_036","wtg","","http:///file_proxy/thumbnail/279335","планета, планета отбросов","90944","fin","sets","sets_exterior","ep009seq14sh06","Assets","ep009","2 - standard","sets","2020/05/20 02:20:09 PM","LEX&PLU",
"4760","sets_planet_of_waste_037","wtg","","http:///file_proxy/thumbnail/279338","планета, планета отбросов","90945","fin","sets","sets_exterior","ep009seq14sh07, ep009seq14sh08, ep009seq14sh09","Assets","ep009","2 - standard","sets","2020/05/20 02:20:09 PM","LEX&PLU",
"4761","sets_planet_of_waste_038","wtg","","http:///file_proxy/thumbnail/276962","планета, планета отбросов","90946","fin","sets","sets_exterior","ep009seq14sh11","Assets","ep009","2 - standard","sets","2020/05/20 02:20:09 PM","LEX&PLU",
"4762","sets_planet_of_waste_039","wtg","","http:///file_proxy/thumbnail/276000","планета, планета отбросов","90947","fin","sets","sets_exterior","ep009seq09sh02","Assets","ep009","2 - standard","sets","2020/05/20 02:20:09 PM","LEX&PLU",
"4805","sets_planet_of_waste_040","wtg","","http:///file_proxy/thumbnail/276051","планета, планета отбросов","90988","fin","sets","sets_exterior","ep009seq09sh08","Assets","ep009","3 - difficult","sets","2020/06/08 04:25:39 PM","LEX&PLU",
"5100","sets_planet_of_waste_041","wtg","","http:///file_proxy/thumbnail/282318","планета, планета отбросов","93704","fin","sets","sets_exterior","ep009seq08sh06","Assets","ep009","2 - standard","sets","2020/07/16 06:53:26 PM","LEX&PLU",
"5152","sets_planet_of_waste_042","wtg","","http:///file_proxy/thumbnail/282597","планета, планета отбросов","93892","fin","sets","sets_exterior","ep009seq12sh03","Assets","ep009","2 - standard","sets","2020/07/20 05:09:39 PM","LEX&PLU",
"5161","sets_planet_of_waste_043","wtg","","http:///file_proxy/thumbnail/283196","планета, планета отбросов","94239","fin","sets","sets_exterior","ep009seq10sh01","Assets","ep009","2 - standard","sets","2020/07/21 03:28:01 PM","LEX&PLU",
"5692","sets_planet_of_waste_044","wtg","","http:///file_proxy/thumbnail/301932","","97172","fin","sets","sets_exterior","","Assets","ep009","2 - standard","sets","2020/09/24 09:37:27 PM","LEX&PLU",
"5020","sets_police_station_001","wtg","","http:///file_proxy/thumbnail/286107","полицейский участок","93038","fin","sets","sets_interior","ep012seq05sh08","Assets","ep012","2 - standard","sets","2020/07/09 09:54:28 AM","LEX&PLU",
"5021","sets_police_station_002","wtg","","http:///file_proxy/thumbnail/286110","полицейский участок","93039","fin","sets","sets_interior","ep012seq05sh09, ep012seq07sh06, ep012seq07sh13, ep012seq07sh15, ep012seq07sh17","Assets","ep012","3 - difficult","sets","2020/07/09 09:54:29 AM","LEX&PLU",
"5022","sets_police_station_003","wtg","","http:///file_proxy/thumbnail/288401","полицейский участок","93040","fin","sets","sets_interior","ep012seq05sh10, ep012seq05sh11, ep012seq07sh08, ep012seq07sh10, ep012seq07sh12, ep012seq07sh14","Assets","ep012","2 - standard","sets","2020/07/09 09:54:29 AM","LEX&PLU",
"5023","sets_police_station_004","wtg","","http:///file_proxy/thumbnail/282611","полицейский участок","93041","fin","sets","sets_interior","ep012seq05sh12","Assets","ep012","1 - easy","sets","2020/07/09 09:54:29 AM","LEX&PLU",
"5024","sets_police_station_005","wtg","","http:///file_proxy/thumbnail/282614","полицейский участок","93042","fin","sets","sets_interior","ep012seq07sh02, ep012seq07sh11","Assets","ep012","2 - standard","sets","2020/07/09 09:54:29 AM","LEX&PLU",
"5025","sets_police_station_006","wtg","","http:///file_proxy/thumbnail/289076","полицейский участок","93043","fin","sets","sets_interior","ep012seq07sh04","Assets","ep012","2 - standard","sets","2020/07/09 09:54:29 AM","LEX&PLU",
"5026","sets_police_station_007","wtg","","http:///file_proxy/thumbnail/288404","полицейский участок","93044","fin","sets","sets_interior","ep012seq07sh16","Assets","ep012","2 - standard","sets","2020/07/09 09:54:30 AM","LEX&PLU",
"4036","sets_relax_asteroid_001","wtg","","http:///file_proxy/thumbnail/267205","планета, планета отдыха","85729","fin","sets","sets_exterior","ep007seq01sh08, ep007seq01sh12, ep007seq01sh13, ep007seq01sh16, ep007seq02sh17, ep007seq10sh02, ep007seq12sh12","Assets","ep007","3 - difficult","sets","2020/03/13 12:41:35 PM","LEX&PLU",
"4182","sets_relax_asteroid_001b","wtg","","http:///file_proxy/thumbnail/267209","планета, планета отдыха","85773","fin","sets","sets_exterior","ep007seq10sh01, ep007seq10sh03, ep007seq10sh04, ep007seq10sh05, ep007seq10sh06, ep007seq10sh07, ep007seq10sh08, ep007seq10sh09","Assets","ep007","1 - easy","sets","2020/03/20 04:41:57 PM","LEX&PLU",
"4037","sets_relax_asteroid_002","wtg","","http:///file_proxy/thumbnail/295130","планета, планета отдыха","85674","fin","sets","sets_exterior","ep007seq01sh15","Assets","ep007","2 - standard","sets","2020/03/13 12:43:56 PM","LEX&PLU",
"4038","sets_relax_asteroid_003","wtg","","http:///file_proxy/thumbnail/267213","планета, планета отдыха","85675","fin","sets","sets_exterior","ep007seq02sh01, ep007seq11sh01, ep007seq11sh02, ep007seq11sh03, ep007seq11sh04, ep007seq11sh06, ep007seq11sh07, ep007seq11sh08, ep007seq11sh09, ep007seq12sh01, ep007seq12sh02, ep007seq12sh03, ep007seq12sh04, ep007seq12sh05, ep007seq12sh08, ep007seq12sh09, ep007seq12sh11","Assets","ep007","2 - standard","sets","2020/03/13 12:51:00 PM","LEX&PLU",
"4039","sets_relax_asteroid_004","wtg","","http:///file_proxy/thumbnail/267217","планета, планета отдыха","85676","fin","sets","sets_exterior","ep007seq02sh02, ep007seq02sh03","Assets","ep007","2 - standard","sets","2020/03/13 12:54:36 PM","LEX&PLU",
"4040","sets_relax_asteroid_005","wtg","","http:///file_proxy/thumbnail/267221","планета, планета отдыха","85677","fin","sets","sets_exterior","ep007seq02sh04, ep007seq02sh05, ep007seq02sh06, ep007seq02sh07, ep007seq02sh08, ep007seq02sh09, ep007seq02sh10, ep007seq02sh12","Assets","ep007","3 - difficult","sets","2020/03/13 01:11:26 PM","LEX&PLU",
"4041","sets_relax_asteroid_006","wtg","","http:///file_proxy/thumbnail/267225","планета, планета отдыха","85678","fin","sets","sets_exterior","ep007seq02sh11","Assets","ep007","3 - difficult","sets","2020/03/13 01:11:26 PM","LEX&PLU",
"4042","sets_relax_asteroid_007","wtg","","http:///file_proxy/thumbnail/267229","планета, планета отдыха","85679","fin","sets","sets_exterior","ep007seq02sh14, ep007seq02sh15, ep007seq02sh16","Assets","ep007","2 - standard","sets","2020/03/13 01:11:26 PM","LEX&PLU",
"4043","sets_relax_asteroid_008","wtg","","http:///file_proxy/thumbnail/259028","планета, планета отдыха","85680","fin","sets","sets_exterior","ep007seq04sh01, ep007seq04sh11","Assets","ep007","3 - difficult","sets","2020/03/13 01:11:26 PM","LEX&PLU",
"4044","sets_relax_asteroid_009","wtg","","http:///file_proxy/thumbnail/267233","планета, планета отдыха","85681","fin","sets","sets_exterior","ep007seq04sh02","Assets","ep007","2 - standard","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4045","sets_relax_asteroid_010","wtg","","http:///file_proxy/thumbnail/267237","планета, планета отдыха","85682","fin","sets","sets_exterior","ep007seq04sh03, ep007seq04sh04, ep007seq04sh06, ep007seq04sh07, ep007seq04sh08, ep007seq04sh09, ep007seq04sh10, ep007seq04sh12","Assets","ep007","2 - standard","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4046","sets_relax_asteroid_011","wtg","","http:///file_proxy/thumbnail/267241","планета, планета отдыха","85683","fin","sets","sets_exterior","ep007seq04sh05","Assets","ep007","1 - easy","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4047","sets_relax_asteroid_012","wtg","","http:///file_proxy/thumbnail/267245","планета, планета отдыха","85684","fin","sets","sets_exterior","ep007seq08sh01, ep007seq08sh05, ep007seq09sh13","Assets","ep007","2 - standard","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4048","sets_relax_asteroid_013","wtg","","http:///file_proxy/thumbnail/267249","планета, планета отдыха","85685","fin","sets","sets_exterior","ep007seq11sh10, ep007seq12sh06, ep007seq12sh07, ep007seq12sh10","Assets","ep007","2 - standard","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4049","sets_relax_asteroid_014","wtg","","http:///file_proxy/thumbnail/267253","планета, планета отдыха","85686","fin","sets","sets_exterior","ep007seq12sh13","Assets","ep007","1 - easy","sets","2020/03/13 01:11:27 PM","LEX&PLU",
"4050","sets_relax_asteroid_015","wtg","","http:///file_proxy/thumbnail/259937","планета, планета отдыха","85687","fin","sets","sets_exterior","ep007seq05sh02, ep007seq05sh04","Assets","ep007","3 - difficult","sets","2020/03/13 01:11:28 PM","LEX&PLU",
"4051","sets_relax_asteroid_016","wtg","","http:///file_proxy/thumbnail/259724","планета, планета отдыха","85688","fin","sets","sets_exterior","ep007seq05sh03","Assets","ep007","2 - standard","sets","2020/03/13 01:11:28 PM","LEX&PLU",
"4052","sets_relax_asteroid_017","wtg","","http:///file_proxy/thumbnail/295131","планета, планета отдыха","85689","fin","sets","sets_exterior","ep007seq05sh01","Assets","ep007","1 - easy","sets","2020/03/13 01:11:28 PM","LEX&PLU",
"4053","sets_relax_asteroid_018","wtg","","http:///file_proxy/thumbnail/295132","планета, планета отдыха","85690","fin","sets","sets_exterior","ep007seq05sh05, ep007seq05sh07, ep007seq08sh03, ep007seq08sh04, ep007seq08sh06, ep007seq08sh07, ep007seq08sh08, ep007seq08sh09, ep007seq08sh11","Assets","ep007","3 - difficult","sets","2020/03/13 01:11:28 PM","LEX&PLU",
"4260","sets_relax_asteroid_018a","wtg","","http:///file_proxy/thumbnail/259946","планета, планета отдыха","86858","fin","sets","sets_exterior","ep007seq08sh02","Assets","ep007","1 - easy","sets","2020/03/31 05:17:50 PM","LEX&PLU",
"4054","sets_relax_asteroid_019","wtg","","http:///file_proxy/thumbnail/259940","планета, планета отдыха","85691","fin","sets","sets_exterior","ep007seq05sh08, ep007seq05sh10, ep007seq05sh12, ep007seq08sh10, ep007seq09sh06","Assets","ep007","1 - easy","sets","2020/03/13 01:11:28 PM","LEX&PLU",
"4055","sets_relax_asteroid_020","wtg","","http:///file_proxy/thumbnail/259943","планета, планета отдыха","85692","fin","sets","sets_exterior","ep007seq05sh09, ep007seq05sh11, ep007seq05sh13","Assets","ep007","1 - easy","sets","2020/03/13 01:11:29 PM","LEX&PLU",
"4056","sets_relax_asteroid_021","wtg","","http:///file_proxy/thumbnail/270624","планета, планета отдыха","85693","fin","sets","sets_exterior","ep007seq09sh01, ep007seq09sh02, ep007seq09sh03, ep007seq09sh04, ep007seq09sh05, ep007seq09sh09, ep007seq09sh10, ep007seq09sh11, ep007seq09sh12, ep007seq09sh14, ep007seq09sh15","Assets","ep007","2 - standard","sets","2020/03/13 01:11:29 PM","LEX&PLU",
"4057","sets_relax_asteroid_022","wtg","","","планета, планета отдыха","85694","fin","sets","sets_exterior","ep007seq08sh12, ep007seq09sh08","Assets","ep007","2 - standard","sets","2020/03/13 01:11:29 PM","LEX&PLU",
"4612","sets_relax_space_001","wtg","","http:///file_proxy/thumbnail/295154","космос, планета, планета отдыха","90797","fin","sets","sets_exterior","ep007seq01sh06","Assets","ep007","1 - easy","sets","2020/05/15 09:37:53 PM","LEX&PLU",
"4611","sets_relax_space_002","wtg","","http:///file_proxy/thumbnail/295153","космос, планета, планета отдыха","90796","fin","sets","sets_exterior","ep007seq01sh01","Assets","ep007","1 - easy","sets","2020/05/15 09:36:56 PM","LEX&PLU",
"5628","sets_resting_area_001","fin","машину не рисуем, подставляем пропс","http:///file_proxy/thumbnail/302010","стоянка для отдыха","97078","fin","sets","sets_exterior","ep016seq03sh15, ep016seq03sh17, ep016seq03sh18, ep016seq03sh19, ep016seq03sh21, ep016seq03sh22, ep016seq03sh23, ep016seq03sh24","Assets","ep016","2 - standard","sets","2020/09/07 09:45:52 PM","LEX&PLU",
"5629","sets_resting_area_002","fin","","http:///file_proxy/thumbnail/301665","стоянка для отдыха","97079","fin","sets","sets_exterior","ep016seq03sh16","Assets","ep016","1 - easy","sets","2020/09/07 09:45:52 PM","LEX&PLU",
"5663","sets_resting_area_003","fin","машину вставляем из car_026_cabrio","http:///file_proxy/thumbnail/302013","стоянка для отдыха","97113","fin","sets","sets_exterior","ep016seq03sh27","Assets","ep016","1 - easy","sets","2020/09/08 06:15:10 PM","LEX&PLU",
"5664","sets_resting_area_004","fin","тачку ставим из car_003_cabrio","http:///file_proxy/thumbnail/302016","стоянка для отдыха","97114","fin","sets","sets_exterior","ep016seq03sh28","Assets","ep016","1 - easy","sets","2020/09/08 06:16:02 PM","LEX&PLU",
"5669","sets_resting_area_005","fin","машину берем из garage_015, пол под ней  по сути тот же, что и под плу в resting 002","http:///file_proxy/thumbnail/302029","стоянка для отдыха","97119","fin","sets","sets_exterior","ep016seq03sh14","Assets","ep016","1 - easy","sets","2020/09/09 05:29:23 PM","LEX&PLU",
"5691","sets_resting_area_006","fin","укрупнение у заднего колеса. см сцену 3-19, куда падает","http:///file_proxy/thumbnail/302032","стоянка для отдыха","97171","fin","sets","sets_exterior","ep016seq03sh20","Assets","ep016","1 - easy","sets","2020/09/24 03:51:43 PM","LEX&PLU",
"7057","sets_resting_area_007","fin","по снегу и тучкам ориентируемся на sets_home_ext_011. снеговика нигде не рисуем, будет пропс","http:///file_proxy/thumbnail/379047","стоянка для отдыха","109903","fin","sets","sets_exterior","ep023seq09sh17, ep023seq10sh01, ep023seq10sh05","Assets","ep023","2 - standard","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7058","sets_resting_area_008","fin","","http:///file_proxy/thumbnail/379058","стоянка для отдыха","109904","fin","sets","sets_exterior","ep023seq09sh19, ep023seq10sh02, ep023seq10sh03, ep023seq10sh04, ep023seq10sh06","Assets","ep023","2 - standard","sets","2021/01/26 10:21:31 PM","LEX&PLU",
